0,1.69935E-07,1,
0.333333761,3.99924E-08,1,
0.333333761,3.99924E-08,1,
0.666667611,5.57274E-08,1,
0.666667611,5.57274E-08,1,
1.000001133,4.48921E-08,1,
1.000001133,4.48921E-08,1,
1.333335072,2.0805E-08,1,
1.333335072,2.0805E-08,1,
1.666668654,7.80223E-09,1,
1.666668654,7.80223E-09,1,
2.000002653,9.56033E-09,1,
2.000002653,9.56033E-09,1,
2.333336324,8.94743E-08,1,
2.333336324,8.94743E-08,1,
2.666670174,6.50982E-08,1,
2.666670174,6.50982E-08,1,
3.000004172,6.56872E-08,1,
3.000004172,6.56872E-08,1,
3.333337993,3.2156E-08,1,
3.333337993,3.2156E-08,1,
3.666671515,9.29846E-08,1,
3.666671515,9.29846E-08,1,
4.000005067,9.31566E-09,1,
4.000005067,9.31566E-09,1,
4.333339065,2.62173E-08,1,
4.333339065,2.62173E-08,1,
4.666672617,9.75255E-09,1,
4.666672617,9.75255E-09,1,
5.000006199,0.538673,1,
5.000006199,0.538673,1,
5.33333987,2.47091,1,
5.33333987,2.47091,1,
5.66667372,3.43491,1,
5.66667372,3.43491,1,
6.000007808,3.93872,1,
6.000007808,3.93872,1,
6.333341658,4.0614,1,
6.333341658,4.0614,1,
6.666675568,4.04099,1,
6.666675568,4.04099,1,
7.00000909,3.96741,1,
7.00000909,3.96741,1,
7.333342791,3.8644,1,
7.333342791,3.8644,1,
7.666676849,3.75211,1,
7.666676849,3.75211,1,
8.000011116,3.64264,1,
8.000011116,3.64264,1,
8.333345145,3.53957,1,
8.333345145,3.53957,1,
8.666678727,3.44287,1,
8.666678727,3.44287,1,
9.000012487,3.35192,1,
9.000012487,3.35192,1,
9.333346486,3.26992,1,
9.333346486,3.26992,1,
9.666680247,3.2005,1,
9.666680247,3.2005,1,
10.000014335,3.14257,1,
10.000014335,3.14257,1,
10.333347947,3.0911,1,
10.333347947,3.0911,1,
10.666681886,3.04217,1,
10.666681886,3.04217,1,
11.000015587,2.99445,1,
11.000015587,2.99445,1,
11.333349079,2.94752,1,
11.333349079,2.94752,1,
11.666682691,2.90123,1,
11.666682691,2.90123,1,
12.000016242,2.85555,1,
12.000016242,2.85555,1,
12.333350182,2.81044,1,
12.333350182,2.81044,1,
12.666683883,2.76589,1,
12.666683883,2.76589,1,
13.000017911,2.7219,1,
13.000017911,2.7219,1,
13.333352,2.67845,1,
13.333352,2.67845,1,
13.66668573,2.63552,1,
13.66668573,2.63552,1,
14.000019729,2.59312,1,
14.000019729,2.59312,1,
14.33335346,2.55122,1,
14.33335346,2.55122,1,
14.666687012,2.50982,1,
14.666687012,2.50982,1,
15.000020594,2.46891,1,
15.000020594,2.46891,1,
15.333354175,2.42848,1,
15.333354175,2.42848,1,
15.666687668,2.38853,1,
15.666687668,2.38853,1,
16.000021398,2.34899,1,
16.000021398,2.34899,1,
16.33335492,2.31003,1,
16.33335492,2.31003,1,
16.66668874,2.27198,1,
16.66668874,2.27198,1,
17.000022382,2.23506,1,
17.000022382,2.23506,1,
17.33335641,2.19938,1,
17.33335641,2.19938,1,
17.666707486,2.16496,1,
17.666707486,2.16496,1,
18.000041276,2.13176,1,
18.000041276,2.13176,1,
18.333375186,2.09975,1,
18.333375186,2.09975,1,
18.666708768,2.06889,1,
18.666708768,2.06889,1,
19.000042468,2.03915,1,
19.000042468,2.03915,1,
19.333376199,2.01047,1,
19.333376199,2.01047,1,
19.666710049,1.98284,1,
19.666710049,1.98284,1,
20.000043661,1.95619,1,
20.000043661,1.95619,1,
20.333377242,1.93052,1,
20.333377242,1.93052,1,
20.666710735,1.90577,1,
20.666710735,1.90577,1,
21.000044674,1.88192,1,
21.000044674,1.88192,1,
21.333378792,1.85895,1,
21.333378792,1.85895,1,
21.666712284,1.83681,1,
21.666712284,1.83681,1,
22.000046343,1.8155,1,
22.000046343,1.8155,1,
22.333380133,1.79497,1,
22.333380133,1.79497,1,
22.666714251,1.77521,1,
22.666714251,1.77521,1,
23.000048161,1.7562,1,
23.000048161,1.7562,1,
23.333382219,1.73791,1,
23.333382219,1.73791,1,
23.66671598,1.72032,1,
23.66671598,1.72032,1,
24.000049919,1.70342,1,
24.000049919,1.70342,1,
24.333383858,1.68718,1,
24.333383858,1.68718,1,
24.666717619,1.67159,1,
24.666717619,1.67159,1,
25.000051588,1.65663,1,
25.000051588,1.65663,1,
25.333385229,1.64229,1,
25.333385229,1.64229,1,
25.666718751,1.62704,1,
25.666718751,1.62704,1,
26.000052542,1.61378,1,
26.000052542,1.61378,1,
26.333386153,1.59937,1,
26.333386153,1.59937,1,
26.666720033,1.58541,1,
26.666720033,1.58541,1,
27.000053823,1.57267,1,
27.000053823,1.57267,1,
27.333387435,1.56063,1,
27.333387435,1.56063,1,
27.666721165,1.54911,1,
27.666721165,1.54911,1,
28.000055254,1.538,1,
28.000055254,1.538,1,
28.333388984,1.52727,1,
28.333388984,1.52727,1,
28.666723073,1.51713,1,
28.666723073,1.51713,1,
29.000057072,1.50742,1,
29.000057072,1.50742,1,
29.3333911,1.49798,1,
29.3333911,1.49798,1,
29.666724831,1.48812,1,
29.666724831,1.48812,1,
30.000058651,1.47905,1,
30.000058651,1.47905,1,
30.33339268,1.47033,1,
30.33339268,1.47033,1,
30.66672644,1.46176,1,
30.66672644,1.46176,1,
31.000060111,1.45342,1,
31.000060111,1.45342,1,
31.333393574,1.44536,1,
31.333393574,1.44536,1,
31.666727036,1.43759,1,
31.666727036,1.43759,1,
32.000060648,1.43017,1,
32.000060648,1.43017,1,
32.333394557,1.42309,1,
32.333394557,1.42309,1,
32.666728497,1.41639,1,
32.666728497,1.41639,1,
33.000062019,1.4101,1,
33.000062019,1.4101,1,
33.333395749,1.4042,1,
33.333395749,1.4042,1,
33.666729301,1.39869,1,
33.666729301,1.39869,1,
34.0000633,1.39353,1,
34.0000633,1.39353,1,
34.33339724,1.38872,1,
34.33339724,1.38872,1,
34.666731268,1.38424,1,
34.666731268,1.38424,1,
35.000065357,1.38005,1,
35.000065357,1.38005,1,
35.333399028,1.37616,1,
35.333399028,1.37616,1,
35.666733146,1.37252,1,
