s,match_i,ed,ed_dot,efai,efai_dot,project_curv,ego_x,ego_y
36.9796,370,0.629616,-0.0259863,-0.0065283,-0.245445,0.0304215,9.78606,181.318
37.3854,374,0.64253,-0.026103,-0.00658069,-0.244348,0.0304215,9.43799,181.124
37.3854,374,0.64253,-0.026103,-0.00658069,-0.244348,0.0304215,9.43799,181.124
37.7861,378,0.65532,-0.0259024,-0.00661934,-0.241491,0.0304215,9.09682,180.929
37.7861,378,0.65532,-0.0259024,-0.00661934,-0.241491,0.0304215,9.09682,180.929
38.1854,382,0.66806,-0.0260245,-0.0066338,-0.24239,0.0304215,8.75947,180.73
38.1854,382,0.66806,-0.0260245,-0.0066338,-0.24239,0.0304215,8.75947,180.73
38.5874,386,0.68088,-0.0263139,-0.00664876,-0.244619,0.0304215,8.42235,180.526
38.5874,386,0.68088,-0.0263139,-0.00664876,-0.244619,0.0304215,8.42235,180.526
38.9936,390,0.693792,-0.0267419,-0.00668501,-0.247197,0.0304215,8.08437,180.316
38.9936,390,0.693792,-0.0267419,-0.00668501,-0.247197,0.0304215,8.08437,180.316
39.402,394,0.706713,-0.0268666,-0.00674042,-0.246134,0.0304215,7.74715,180.101
39.402,394,0.706713,-0.0268666,-0.00674042,-0.246134,0.0304215,7.74715,180.101
39.8055,398,0.719512,-0.02663,-0.00677116,-0.244175,0.0304215,7.417,179.884
39.8055,398,0.719512,-0.02663,-0.00677116,-0.244175,0.0304215,7.417,179.884
40.2073,402,0.732226,-0.0266232,-0.00675407,-0.245109,0.0304215,7.09092,179.664
40.2073,402,0.732226,-0.0266232,-0.00675407,-0.245109,0.0304215,7.09092,179.664
40.6119,406,0.745014,-0.0267836,-0.00673682,-0.24721,0.0304215,6.7655,179.439
40.6119,406,0.745014,-0.0267836,-0.00673682,-0.24721,0.0304215,6.7655,179.439
41.0205,410,0.757936,-0.0270772,-0.00673973,-0.249657,0.0304215,6.4397,179.208
41.0205,410,0.757936,-0.0270772,-0.00673973,-0.249657,0.0304215,6.4397,179.208
41.4314,414,0.770817,-0.0270394,-0.00675386,-0.248749,0.0304215,6.11503,178.971
41.4314,414,0.770817,-0.0270394,-0.00675386,-0.248749,0.0304215,6.11503,178.971
41.8372,418,0.78361,-0.0267109,-0.00676327,-0.245731,0.0304215,5.79752,178.733
41.8372,418,0.78361,-0.0267109,-0.00676327,-0.245731,0.0304215,5.79752,178.733
42.2415,422,0.79637,-0.0267255,-0.00675233,-0.246486,0.0304215,5.48437,178.493
42.2415,422,0.79637,-0.0267255,-0.00675233,-0.246486,0.0304215,5.48437,178.493
