s,match_i,ed,ed_dot,efai,efai_dot,project_curv,ego_x,ego_y
41.8036,418,0.684277,-0.0412675,-0.0104489,-0.245089,0.0304215,5.76767,178.834
41.8036,418,0.684277,-0.0412675,-0.0104489,-0.245089,0.0304215,5.76767,178.834
42.2067,422,0.695563,-0.0412619,-0.0104249,-0.245885,0.0304215,5.45335,178.595
42.2067,422,0.695563,-0.0412619,-0.0104249,-0.245885,0.0304215,5.45335,178.595
42.6124,426,0.706924,-0.0415498,-0.0104094,-0.247884,0.0304215,5.14006,178.35
42.6124,426,0.706924,-0.0415498,-0.0104094,-0.247884,0.0304215,5.14006,178.35
43.0222,430,0.71837,-0.0420523,-0.0104267,-0.250163,0.0304215,4.82677,178.1
43.0222,430,0.71837,-0.0420523,-0.0104267,-0.250163,0.0304215,4.82677,178.1
43.4342,434,0.729833,-0.0420316,-0.0104591,-0.249218,0.0304215,4.51496,177.844
43.4342,434,0.729833,-0.0420316,-0.0104591,-0.249218,0.0304215,4.51496,177.844
43.8411,438,0.741178,-0.0415428,-0.0104798,-0.246221,0.0304215,4.21041,177.587
43.8411,438,0.741178,-0.0415428,-0.0104798,-0.246221,0.0304215,4.21041,177.587
44.2463,442,0.752492,-0.041602,-0.0104733,-0.247025,0.0304215,3.91042,177.328
44.2463,442,0.752492,-0.041602,-0.0104733,-0.247025,0.0304215,3.91042,177.328
44.6565,447,0.763866,-0.0422287,-0.0105426,-0.249034,0.0304215,3.61182,177.064
44.6565,447,0.763866,-0.0422287,-0.0105426,-0.249034,0.0304215,3.61182,177.064
45.0683,451,0.775273,-0.0427794,-0.0105714,-0.25132,0.0304215,3.31367,176.793
45.0683,451,0.775273,-0.0427794,-0.0105714,-0.25132,0.0304215,3.31367,176.793
45.4824,455,0.786715,-0.0427945,-0.0106139,-0.250371,0.0304215,3.01737,176.518
45.4824,455,0.786715,-0.0427945,-0.0106139,-0.250371,0.0304215,3.01737,176.518
45.8912,459,0.798022,-0.0422983,-0.0106358,-0.247453,0.0304215,2.7284,176.242
45.8912,459,0.798022,-0.0422983,-0.0106358,-0.247453,0.0304215,2.7284,176.242
46.2985,463,0.809344,-0.0423534,-0.0106286,-0.248263,0.0304215,2.44421,175.964
46.2985,463,0.809344,-0.0423534,-0.0106286,-0.248263,0.0304215,2.44421,175.964
46.7083,467,0.820736,-0.0426868,-0.0106242,-0.250271,0.0304215,2.16178,175.681
46.7083,467,0.820736,-0.0426868,-0.0106242,-0.250271,0.0304215,2.16178,175.681
47.122,471,0.832209,-0.0432302,-0.0106509,-0.252546,0.0304215,1.88024,175.391
47.122,471,0.832209,-0.0432302,-0.0106509,-0.252546,0.0304215,1.88024,175.391
47.5379,475,0.843673,-0.043221,-0.0106884,-0.251573,0.0304215,1.60091,175.097
47.5379,475,0.843673,-0.043221,-0.0106884,-0.251573,0.0304215,1.60091,175.097
47.9513,480,0.855056,-0.0430485,-0.0107933,-0.24854,0.0304215,1.32896,174.802
47.9513,480,0.855056,-0.0430485,-0.0107933,-0.24854,0.0304215,1.32896,174.802
48.3604,484,0.86637,-0.0431312,-0.0107933,-0.249333,0.0304215,1.06194,174.506
48.3604,484,0.86637,-0.0431312,-0.0107933,-0.249333,0.0304215,1.06194,174.506
48.772,488,0.877754,-0.0434972,-0.0107963,-0.251322,0.0304215,0.797072,174.205
48.772,488,0.877754,-0.0434972,-0.0107963,-0.251322,0.0304215,0.797072,174.205
49.1875,492,0.889198,-0.0440367,-0.0108205,-0.253686,0.0304215,0.533516,173.898
49.1875,492,0.889198,-0.0440367,-0.0108205,-0.253686,0.0304215,0.533516,173.898
49.6052,496,0.900639,-0.0440066,-0.0108546,-0.252702,0.0304215,0.272526,173.585
49.6052,496,0.900639,-0.0440066,-0.0108546,-0.252702,0.0304215,0.272526,173.585
50.0177,500,0.911989,-0.0434864,-0.0108752,-0.249657,0.0304215,0.0189211,173.274
