0,0,5.5,5.5,,
0.333333821,1.69935E-07,5.5,5.499999830065,,
0.333333821,1.69935E-07,5.5,5.499999830065,,
0.666667909,3.99924E-08,5.5,5.4999999600076,,
0.666667909,3.99924E-08,5.5,5.4999999600076,,
1.000001938,5.57274E-08,5.5,5.4999999442726,,
1.000001938,5.57274E-08,5.5,5.4999999442726,,
1.333335668,4.48921E-08,5.5,5.4999999551079,,
1.333335668,4.48921E-08,5.5,5.4999999551079,,
1.666669608,2.0805E-08,5.5,5.499999979195,,
1.666669608,2.0805E-08,5.5,5.499999979195,,
2.000003487,7.80223E-09,5.5,5.49999999219777,,
2.000003487,7.80223E-09,5.5,5.49999999219777,,
2.333337546,9.56033E-09,5.5,5.49999999043967,,
2.333337546,9.56033E-09,5.5,5.49999999043967,,
2.666671545,8.94743E-08,5.5,5.4999999105257,,
2.666671545,8.94743E-08,5.5,5.4999999105257,,
3.000005156,6.50982E-08,5.5,5.4999999349018,,
3.000005156,6.50982E-08,5.5,5.4999999349018,,
3.333339066,6.56872E-08,5.5,5.4999999343128,,
3.333339066,6.56872E-08,5.5,5.4999999343128,,
3.666672767,3.2156E-08,5.5,5.499999967844,,
3.666672767,3.2156E-08,5.5,5.499999967844,,
4.000006348,9.29846E-08,5.5,5.4999999070154,,
4.000006348,9.29846E-08,5.5,5.4999999070154,,
4.333340258,9.31566E-09,5.5,5.49999999068434,,
4.333340258,9.31566E-09,5.5,5.49999999068434,,
4.666673929,2.62173E-08,5.5,5.4999999737827,,
4.666673929,2.62173E-08,5.5,5.4999999737827,,
5.00000763,9.75255E-09,5.5,5.49999999024745,,
5.00000763,9.75255E-09,5.5,5.49999999024745,,
5.333341301,0.419029,5.5,5.080971,,
5.333341301,0.419029,5.5,5.080971,,
5.666674793,1.61018,5.5,3.88982,,
5.666674793,1.61018,5.5,3.88982,,
6.000008584,2.21928,5.5,3.28072,,
6.000008584,2.21928,5.5,3.28072,,
6.333342612,2.5996,5.5,2.9004,,
6.333342612,2.5996,5.5,2.9004,,
6.666676343,2.88809,5.5,2.61191,,
6.666676343,2.88809,5.5,2.61191,,
7.000009925,3.13477,5.5,2.36523,,
7.000009925,3.13477,5.5,2.36523,,
7.333343655,3.42685,5.5,2.07315,,
7.333343655,3.42685,5.5,2.07315,,
7.666677654,3.75856,5.5,1.74144,,
7.666677654,3.75856,5.5,1.74144,,
8.000011385,4.11168,5.5,1.38832,,
8.000011385,4.11168,5.5,1.38832,,
8.333345831,4.46998,5.5,1.03002,,
8.333345831,4.46998,5.5,1.03002,,
8.666679591,4.83562,5.5,0.66438,,
8.666679591,4.83562,5.5,0.66438,,
9.000013531,5.20611,5.5,0.29389,,
9.000013531,5.20611,5.5,0.29389,,
9.333347351,5.24921,5.5,0.25079,,
9.333347351,5.24921,5.5,0.25079,,
9.666680843,5.38364,5.5,0.11636,,
9.666680843,5.38364,5.5,0.11636,,
10.00003627,5.5705,5.5,0.0705,,
10.00003627,5.5705,5.5,0.0705,,
10.333370328,5.8038,5.5,0.3038,,
10.333370328,5.8038,5.5,0.3038,,
10.666704059,6.01585,5.5,0.51585,,
10.666704059,6.01585,5.5,0.51585,,
11.000038028,6.12658,5.5,0.62658,,
11.000038028,6.12658,5.5,0.62658,,
11.333371729,6.14258,5.5,0.64258,,
11.333371729,6.14258,5.5,0.64258,,
11.666705698,6.07747,5.5,0.57747,,
11.666705698,6.07747,5.5,0.57747,,
12.000039727,5.95047,5.5,0.45047,,
12.000039727,5.95047,5.5,0.45047,,
12.333373368,5.78578,5.5,0.28578,,
12.333373368,5.78578,5.5,0.28578,,
12.66670686,5.6062,5.5,0.1062,,
12.66670686,5.6062,5.5,0.1062,,
13.000040502,5.43113,5.5,0.068870000000001,,
13.000040502,5.43113,5.5,0.068870000000001,,
13.333374292,5.27579,5.5,0.22421,,
13.333374292,5.27579,5.5,0.22421,,
13.666707963,5.15222,5.5,0.34778,,
13.666707963,5.15222,5.5,0.34778,,
14.000041902,5.07504,5.5,0.42496,,
14.000041902,5.07504,5.5,0.42496,,
14.333375991,5.07519,5.5,0.42481,,
14.333375991,5.07519,5.5,0.42481,,
14.666709483,5.17919,5.5,0.32081,,
14.666709483,5.17919,5.5,0.32081,,
15.000043035,5.33147,5.5,0.16853,,
15.000043035,5.33147,5.5,0.16853,,
15.333376617,5.49266,5.5,0.00734,,
15.333376617,5.49266,5.5,0.00734,,
15.666710616,5.67696,5.5,0.17696,,
15.666710616,5.67696,5.5,0.17696,,
16.000044585,5.86461,5.5,0.36461,,
16.000044585,5.86461,5.5,0.36461,,
16.333378226,5.99202,5.5,0.49202,,
16.333378226,5.99202,5.5,0.49202,,
16.666712165,6.03964,5.5,0.53964,,
16.666712165,6.03964,5.5,0.53964,,
17.000045717,6.01189,5.5,0.51189,,
17.000045717,6.01189,5.5,0.51189,,
17.333379269,5.92369,5.5,0.423690000000001,,
17.333379269,5.92369,5.5,0.423690000000001,,
17.666713089,5.79384,5.5,0.29384,,
17.666713089,5.79384,5.5,0.29384,,
18.000046879,5.64234,5.5,0.14234,,
18.000046879,5.64234,5.5,0.14234,,
18.333380402,5.48771,5.5,0.01229,,
18.333380402,5.48771,5.5,0.01229,,
18.666714281,5.34507,5.5,0.15493,,
18.666714281,5.34507,5.5,0.15493,,
19.000048161,5.22647,5.5,0.27353,,
19.000048161,5.22647,5.5,0.27353,,
19.333381743,5.14514,5.5,0.35486,,
19.333381743,5.14514,5.5,0.35486,,
19.666715324,5.11585,5.5,0.38415,,
19.666715324,5.11585,5.5,0.38415,,
20.000049115,5.16381,5.5,0.33619,,
20.000049115,5.16381,5.5,0.33619,,
20.333383054,5.3048,5.5,0.1952,,
20.333383054,5.3048,5.5,0.1952,,
20.666716636,5.48514,5.5,0.01486,,
20.666716636,5.48514,5.5,0.01486,,
21.000050307,5.68892,5.5,0.18892,,
21.000050307,5.68892,5.5,0.18892,,
21.333384008,5.90076,5.5,0.40076,,
21.333384008,5.90076,5.5,0.40076,,
21.666717947,6.06262,5.5,0.56262,,
21.666717947,6.06262,5.5,0.56262,,
22.000051976,6.12709,5.5,0.62709,,
22.000051976,6.12709,5.5,0.62709,,
22.333385468,6.10326,5.5,0.60326,,
22.333385468,6.10326,5.5,0.60326,,
22.666719467,6.00867,5.5,0.50867,,
22.666719467,6.00867,5.5,0.50867,,
23.000053049,5.8646,5.5,0.3646,,
23.000053049,5.8646,5.5,0.3646,,
23.333386898,5.69437,5.5,0.19437,,
23.333386898,5.69437,5.5,0.19437,,
23.666720599,5.51887,5.5,0.01887,,
23.666720599,5.51887,5.5,0.01887,,
24.000054449,5.35523,5.5,0.14477,,
24.000054449,5.35523,5.5,0.14477,,
24.333388269,5.21691,5.5,0.28309,,
24.333388269,5.21691,5.5,0.28309,,
24.666721791,5.11606,5.5,0.38394,,
24.666721791,5.11606,5.5,0.38394,,
25.00005579,5.06653,5.5,0.43347,,
25.00005579,5.06653,5.5,0.43347,,
25.333389551,5.09532,5.5,0.40468,,
25.333389551,5.09532,5.5,0.40468,,
25.666723341,5.21636,5.5,0.28364,,
25.666723341,5.21636,5.5,0.28364,,
26.00005728,5.36838,5.5,0.13162,,
26.00005728,5.36838,5.5,0.13162,,
26.33339122,5.5319,5.5,0.0319,,
26.33339122,5.5319,5.5,0.0319,,
26.666724772,5.72676,5.5,0.226760000000001,,
26.666724772,5.72676,5.5,0.226760000000001,,
27.000058473,5.91534,5.5,0.415340000000001,,
27.000058473,5.91534,5.5,0.415340000000001,,
27.333391995,6.02146,5.5,0.52146,,
27.333391995,6.02146,5.5,0.52146,,
27.666725934,6.04695,5.5,0.54695,,
27.666725934,6.04695,5.5,0.54695,,
28.000071258,6.00054,5.5,0.50054,,
28.000071258,6.00054,5.5,0.50054,,
28.333405227,5.89756,5.5,0.39756,,
28.333405227,5.89756,5.5,0.39756,,
28.666739107,5.75799,5.5,0.25799,,
28.666739107,5.75799,5.5,0.25799,,
29.000072986,5.60194,5.5,0.10194,,
29.000072986,5.60194,5.5,0.10194,,
29.333406747,5.44736,5.5,0.05264,,
29.333406747,5.44736,5.5,0.05264,,
29.666740239,5.30854,5.5,0.19146,,
29.666740239,5.30854,5.5,0.19146,,
30.000074149,5.19696,5.5,0.30304,,
30.000074149,5.19696,5.5,0.30304,,
30.333408207,5.12737,5.5,0.37263,,
30.333408207,5.12737,5.5,0.37263,,
30.666742236,5.12623,5.5,0.37377,,
30.666742236,5.12623,5.5,0.37377,,
31.000076086,5.22021,5.5,0.27979,,
31.000076086,5.22021,5.5,0.27979,,
31.333409816,5.38311,5.5,0.11689,,
31.333409816,5.38311,5.5,0.11689,,
31.666743577,5.57339,5.5,0.07339,,
31.666743577,5.57339,5.5,0.07339,,
32.000077099,5.79138,5.5,0.29138,,
32.000077099,5.79138,5.5,0.29138,,
32.333411098,5.99084,5.5,0.49084,,
32.333411098,5.99084,5.5,0.49084,,
32.666744918,6.09575,5.5,0.59575,,
32.666744918,6.09575,5.5,0.59575,,
33.00007844,6.1098,5.5,0.6098,,
33.00007844,6.1098,5.5,0.6098,,
33.333411992,6.04666,5.5,0.54666,,
33.333411992,6.04666,5.5,0.54666,,
33.666745514,5.92466,5.5,0.42466,,
33.666745514,5.92466,5.5,0.42466,,
34.000079245,5.76662,5.5,0.26662,,
34.000079245,5.76662,5.5,0.26662,,
34.333412707,5.59433,5.5,0.09433,,
34.333412707,5.59433,5.5,0.09433,,
34.666746438,5.42655,5.5,0.07345,,
34.666746438,5.42655,5.5,0.07345,,
35.000080169,5.27802,5.5,0.22198,,
35.000080169,5.27802,5.5,0.22198,,
35.33341384,5.16045,5.5,0.33955,,
35.33341384,5.16045,5.5,0.33955,,
35.666747928,5.08829,5.5,0.41171,,
35.666747928,5.08829,5.5,0.41171,,
36.000081778,5.0921,5.5,0.4079,,
36.000081778,5.0921,5.5,0.4079,,
36.333415688,5.19877,5.5,0.30123,,
36.333415688,5.19877,5.5,0.30123,,
36.666749448,5.35635,5.5,0.14365,,
36.666749448,5.35635,5.5,0.14365,,
37.000083179,5.52704,5.5,0.02704,,
37.000083179,5.52704,5.5,0.02704,,
37.333417088,5.72286,5.5,0.22286,,
37.333417088,5.72286,5.5,0.22286,,
